all_type,text
L-I,"[    New Information  - Ants affect nutrients in the soil by moving through it to build nests and move food. This is good for the ecosystem. What is more important is the population of ants. When the population of ants decreases, the population of other species increases because the ants are very aggressive.
[    My theory  - The nutrients that the ants bring to the soil helps plants to grow.
[    I need to understand  - how the nutrients get there from the ants and how does it help.- ]    
- ]    
- ]"
L-I,"[    New Information  - bryophytes are actually a seedless plants. they do not need seed pollenaters or photosynthesis to grow. moss, liverworts and hornworts or all types of seedless plants. usally they live in wet and dewy habitats. this is how they grow.: A moss gives out seeds called spores that travel inair and lands onsome surface. the seed that lands on a surface will soon grow into a moss.- ]"
L-I,"[    New Information  - that we found was that articles and videos might not be true.Which is why we need to do experiments. In the experiment we found out that the tounge is not made up with separterate taste buds in separterate areas. We found this out by taking Q-tips and dip it in 4 different subtunces sour (lemon Juice) Sugar,Salt and bitter (Coffee). Shown a diagram of different parts of the tounge and have to put the dipped in Q-tip on the part.You have to log it on a paper if you can taste it or not. In the end we shared our results and made a conclusion that the tounge is not made up of seperterate taste buds which means that not all article/videos aren´t always true. - ]"
L-I,"[    New Information that i have found is the leaves are green beacause of chorophyll. Chorophyll is green it absorbs the sunlight and water the help to make sugar for the tree.Plants use chorophyll to make food also. Leaves have things inside them called pigments which are colored red,yellow,orange and also, purple.You can't see them because during the summer there is so much chorophyll it overrides it. but during the fall there is less sunlight and the chorophyll slowly starts to fade and thats why the leaves change color.]"
L-I,"All birds have feathers for different reasons. like the penguins have feathers to keep warm,chickens have feathers because they also need to keep warm, they also need them to flutter up to places only a few feet above the ground, turkeys need feathers also to flutter up to places and to keep warm. and penguins have a thick layer of blubber under their feathers to keep warm in the extreme cold"
L-I,Before the BTB was blue because it had no carbon dioxide. Once we blew human air into it it turned green because human air has C02 . when we put a plant into the BTB it turned green because plants take in carbon dioxide and the plant took in the carbon dioxide and made it turn back to blue.
L-I,"decompoition is in the naturle process by which large organic materials and molecules are broken down into simpler ones.
The ultimante products of decompoition are simple molecules such as carbon dioxid water. decompoition is actually an extremly vital ecological process."
L-I,"decomposers and sravengers that break down the dead plants and animals . They also break down the waste [scat] of other organisms . Decomposers are very important to any ecosystem . If they weren't in the ecosystem ,the plants would not get the essential nutrients ,and then the dead matter and waste would pile up.
source:can't remember the title of the artical"
L-I,"Decomposers are the F.B.I the F stands for Fungus, B stands for Bacteria and the I stands for Insects. Decomposers are like little cleaners of nature. They decompose until whatever they are decomposing into Carbon Dioxide, Oxygen &amp; Water."
L-I,"First of all the cycle starts off as a seed. Then the seed gets carbon dioxide, water, sunlight, to grow. After it gets all of those things the seed turns into a small tree and grows out of the ground, this is when the tree also starts to grow roots. After this step the small tree turns into an apple tree, this is when the tree grows apples. After The tree starts getting weak it loses its apples. When the apples fall to the ground and die the seeds are exposed. They go back in the ground or the wind blows them away and moves them to some place else. This is how the cycle keeps on going."
L-I,"I know that ants are decomposers. When they eat, they leave a trail of left over bits of food that add nutrients to the soil.
I know that ants are aggressive.
I learned that the ant population can impact the population of other species in an area. If the ant population goes down, other species in that area will go up.
[    My theory  - if an ant population goes up, other species'population will go down. Many ants work together to 'take out' other species.- ]    
[    A better theory  - without ants and other decomposers, the soil would not get nutrients. Without the nutrients inthe soil, the plants that grow there would not get what they need to grow strong with nutrients. Then, the animals that eat the plants won't have the best nutrients they need. Humans who eat the animals that eat the plants won't get the nutrients they need to get bigger and stronger and survive in healthy ways.- ]    
Ants are an interesting and important species.
[    I need to understand  - what are the nutrients in the soil that plants and animals and humans need?- ]"
L-I,I learned that at first I thought that moss did not have any roots but now I found out that moss actually moss has tiny small roots and that moss is eukaryotic meaning their cells have nucleus that also contain cell wall called cellulose there also autotrophic which means they make their own food they also carry a photosynthesis witch makes carbon carbon dioxide into sugar. In order for moss to grow in other places there has to be other moss to send around spores. If it lands somewhere with the right temperature than it can grow correctly seedless plants are separated into different groups Vascular and nonvascular vascular have canals that carry water throughout their body. Nonvascular plants or bryophytes instead of collecting water from there roots they collect water though there thin cell walls they don’t grow more than a few centimeters tall. Thin rootlike rhizoids holds the plants down and also absorb water from the ground. You will find bryophytes all around the world mostly in rain forests and ponds and streams. Mosses are the most common bryophytes clumped in layers on tree trunks the ground or even rocks. Moss and liverworts were the first plants to live harsh places.
L-I,"I used to think that not alot of insects can live in moss because moss insects are pretty big like a big ant, but there’s a insect called a tardigrade, a tardigrade is a insect that lives in or around moss, so if a tardigrade can live in moss, that mean other insects can live or can they because a tardigrade is microscopic so there’s a lot of space for the tardigrade, now i think that moss can’t really provide a home or insects because a ant lives underground, so if ants lives on moss, when it rain the rain will wash the ants away."
L-I,I used to think that the air moves by itself now I know that the sun makes the air move and that the sun has to be in a certain area to push the wind it's the low pressure system as the warm air rises it cools of and eventually sinks back down the system is like a big engine taking in air all around it. That gets you a lot of moving air
L-I,"I,ve Learned That All Living Things Are Linked Together By What They Eat. For Example, Say If There Were No More Shrimp The Amount Animals That Eat The Shrimp Will Start To Decrease And It Would Just Keep On Decreasing. Also Did You Know That The Food Web Can Contain Lost And Lots Of Animals In It? The Food Web Has Three Main Elements. Producers, Consumers, And Decomposers. Producers Are Plants, They Make Their Own Food Out Of The Sun, (Also Known As Photosynthasis.) The Producers Are Mostly At The Bottom Of The Food Chain. Consumers Can't Make Their Own Food So They Eat The Producers. Primary Consumers Are Herbavors, Secondary Consumers Are Carnivors, And Some Consumers Are Omnivors. (Also There Are Parasite Cosumers!) Decomposers Are Mostly Bacteria. They Help To Brake Down Dead Animals Or Dead Plants Or Any Of Those Dead Things."
L-I,"Leaves have unique structures, called veins, that transport liquids and nutrients to leaf cells. Veins also carry the products of photosynthesis back to the rest of the tree.
A tree leaf has several types of veins. The central one is called the midrib or midvein. Other veins connect to the midrib and have their own unique patterns.
Tree leaf veins in dicots (we also call these trees hardwoods or deciduous trees) are all considered to be net-veined or reticulate-veined.This means that the veins branch from the main rib and then sub-branch into finer veins.
There are two classifications you need to"
L-I,"Like I said already in ""More about Moss"".Mossmaygrowonly on a north side of a tree if that's the shadiest location as the sun tracks the sky. Ifthereissomethingelse providing shade (or moisture), themosswillgrowin those places just as well."
L-I,"Mosquitoes are part of the food web is because they get eaten by spiders,dragon flies and more. they are cosumers because they eat plants and obsorb the energy.But they get eaten by the animals thet I mentioned."
L-I,"Not all plants have flowers or seeds. Ferns and mosses are plants, but they produce spores. Fungi or mushrooms also make spores, but they are not plants. Spores on ferns develop under the leaves. They look like brown spots, but you will need a microscope to see them. Each type of fern has spores of a different shape. Some plants reproduce without seeds or spores in a kind of cloning. Cutting, grafting, or bulbs can be used to grow new plants."
L-I,"Parts of a plant
The blade is broad and flat. A stalk attaches the blade to the stem. A simple leaf has one bade and a compond leaf has several blades on the same petiole.
Veins in the leave carry food and water from the leaves to the rest of the plant. They also make a strong support that give the leaves its shape. The veins of a broad leaf form a netlike pattern. The veins of narrow leaves are parallel. ( leaves size are also adapted by habitat and maximize photosynthesis.)"
L-I,"Photosynthesis occurs when a plant soaks up water through its roots, absorbs carbon dioxide (Co2) through openings in the leaves called stomata, and stores energy from sunlight as chemical energy. The water travels up the plant's stem through a transport tissue calledxylem. The water and Co2 spread through the leaves into cells calledthe palisades and the spongy cells. The cells are filled with structures called chloroplasts, which contain a green pigment called chlorophyll. Chlorophyll splits the water into molecules of hydrogen and oxygen atoms. The sunlight chemical energy is used to create glucose from the hydrogen and carbon dioxide. The glucose dissolves into extra water molecules, and gives the plant an extra boost of energy that it needs to grow. The plant gives off the oxygen atoms as a waste product."
L-I,"Photosynthesis starts off with the sun. When the sun is not blocked the sunlight goes to plants and gives the plants energy. notes:plants make carbon dioxide into sugar from sunlight, plants use stuff like air, H2O, Carbon dioxide, and sunlight to make there own food. When plans make there own food and ""eat"" it, they release water."
L-I,"Photosynthiesis is where a plant turns energy from the sun into glucose for food. Meanwhile the roots suck up water and take in carbon dioxide, andreleases air as a waste product."
L-I,"so what i learned is that photosnthesis is light tht comes from the sun and rain water and then it mixes it to gether and then creates this suger. but its not the suger thats in coockies, its a natrule suger. ill post a pickture about it."
L-I,"The Blade, orlamina, is the broad, flat part of the leaf. Photosynthesis occurs in the blade, which has many green food-making cells. Leaf blades differ from one another in several ways: (1) the types of edges, (2) the patterns of the veins, and (3) the number of blades per leaf.
The Types of Edges.Almost all narrow, grasslike leaves and needles leaves have a blade with a smooth edge, as do many broadleaf plants, particularly those that are native to warm climates. The rubber plant, a common house plant, is a good example of such a plant.
The leaves of many temperate broadleaf plants have small, jagged points called teeth along the blade edge. Birch and elm trees have such leaves. Some plants havehydathodes, tiny valvelike structures that can release excess water from the leaf. The teeth of young leaves on many plants, including cottonwood and pin cherry trees, bear tiny glads. These glands produce liquids that protect the young leaf from plant-eating insects.
Some temperate broadleaf plants -- including sassafras trees and certain mulberry and oak trees -- have lobed leaves. The edge of such a leaf looks as if large bites have been taken out of it. This lobing helps heat escape from the leaf."
L-I,"the food chain of the ants start with ants getting birth,then they eat ,then the chimpanzees eat the ants with their tools like sticks.then here comes a big predator called a jaguar then it eats the chimpanzee then here comes the the humans in africa eat the jaguar and leave it on the ground then it decomposes then it goes all over again"
L-I,"wait hailey I think you are right but the spores are not only for the wind they are also for the moss to grow let me explain it to you:
As part of the first plant family to colonize Earth, the soft beds of mosses that now grace mountain streams and woodlands may have shaped our planet’s history.
Primitive mosses, similar to the hundreds of moss species found in Appalachia, might have triggered two cool periods around 455 million years ago, according to a recent study. Published earlier this year in Nature Geoscience, the study suggests that early mosses clinging to prehistoric rocks sped up the weathering of certain minerals from those rocks. The release of these minerals accelerated the pace of carbon sequestration, leading to cooler temperatures that paved the way for further plant and animal evolution."
L-I,Why do animals mostly die in the winter and where do they go to hibernate if they do survive? I learned why they hibernate because it's cold and the weather through outside animals coming hunt for them so they have to hibernate swag so they have to get food and shelter before other animals do .A lot of website to find out what happened to animals is Google search the web and chrome it was the most places where you can go. Other animals eat the snow animals to get more energy for the night period every man for himself and animal from self again. Some animals hibernate some animals migrate.
L-I,"Wolves don't have alot of predtors as you would think they do because wolves are usally in packs. Wolves eat most of the following animals. Elk, Ox, Rabbit, Moose, Beavers, Fish, Musk, and many more. The predtors of the wolves are bear and mountian lion. That's common predtors for the wolves"
L-I,"New intrimationThat me and Dylan discoverd is that ant colines could have millions of ants. There are diferent typs of ants theres 1 queen ant worker ants which are females and there are drones who are males . When a termite whol is attact army ants spry a substance tat the attaker will not like. Ants like to eat friut and other small things]    
[    I need to understand  -if Ants are decomposers. The reason I am wondering if ants are decomposers is because if a apple starts to rot and they eat it, is that considerd decomposing."
L-I,"[    My theory  - is that rain comes into the mushroom, which makes the steam or smoke (what...)- ]    
[    This theory cannot explain  - That mushrooms have no holes. - ]    
[    I need to understand  - How it comes to there spores? Is it Moss?- ]    
[    New Information  - about this, (from BrainPop), is that when spores (or something) does a thing called Budding, that makes it come off the mushroom (not really) this makes it (in my thinking) let the smoke come out when you flick it.- ]    
[    New Information  - More info I have is that the mushroom is called the Puffball Mushroom.- ]    
[    New Information  - (as of 12/6/18) They dont spur out steam or smoke.- ]    
[    New Information  - (As of 12/10) The Puffball ISN'T A MUSHROOM. It actually is a fungi, but isn't a mushroom. (What?)- ]    
[    New Information  - More, the smoke or steam is actualy DUST LIKE SPORES! So that means, that the smoke is actually SPORES, That look like DUST!- ]    
I guess I found the answer to my theory!... or did I?
[    New Information  - I see that they get the spores out from getting Impacted (like the flick I saw at the Albany PineBush)- ]    
I guess that's it...
Here is a picture!
Image -> https://kf6.rit.albany.edu//attachments/5b87586745b8a02554df72de/5c0ea49ec0c1561fdba72c41/1/Screenshot 2018-12-10 at 12.37.47 PM.png
(C) 2018 Wikipedia
A Puffball (mushroom)"
L-I,"[    New Information  - Decomposition works when organic substances break down non-living, more simple organic matter (foxes, deers, etc.). This process helps ecosystems by turning organic matter into enerygy for other plants to grow in (Soil). Fungi, bacteria and insects are the ones who do this process, they're called decomposers.- ]"
L-I,"[    New Information  - fungi like mushrooms,midew,and
toadtools are not plants .They dont have chorophyllso they cant make their own food. fungi release enzymes that decompose dead plants and animals .- ]"
L-I,"[    New Information  - Segmentation can help the earthwormmove. Each segment or section has muscles and bristles called setae. The bristles or setae help anchor and control the wormwhenmoving through soil.The bristles hold a section of the wormfirmly into the ground while the other part of the body protrudes forward.
Here's a picture of what i'm trying to explain.
Image -> https://kf6.rit.albany.edu//attachments/5b87586745b8a02554df72de/5bcde679e196dc4872d2ce92/1/mating_worms.gif"
L-I,"[    New Information  -After what bill said: plants are producers and animals that eat plants are herbivores. when herbivores eat the plant, that plant that has stored energy that goes into an animal willthen the animal have energy as well. an animal that eats a herbivore is called a carnivore. the energy will go into the carnivore. when animals die there is something called decomposers which take the energy from the animal and put it in the soil for new plants to grow there. this is called a food web. - ]     Quote from Bill Nye the science guy: food is fuel and energy. - varsha's add on information!"
L-I,[    Putting our knowledge together  - in each ant family( ant hill) there is one queen ant. the queen ant gives birth to babies. When the baby ants are born they are usally white. as they grow up they turn black.- ]     thousands and thousands ofants live in one ant hill like an apartment. ants eat sweet fruits and other sweet things. there are many different kinds of ants. Ants live everywhere!!!
L-I,"<table id=""KeywordResultTab1"" width=""100%"">
<tbody>
<tr>
<td colspan=""2"">The biggest plants on the planet, trees offer shade and wood. We make paper, rubber, and even medicines from trees. We pick fruit and nuts from trees. Find out how trees help filter air and water. Discover how trees protect farms and rivers. The leaves of deciduous trees change color when they stop making chlorophyll. Conifers have needles that stay green. The seeds of deciduous trees are in the fruit, but the seeds of conifers are in cones. Formed each year, tree rings are based on the weather. Forests are being cut down to make room for farms and factories.</td>
</tr>
<tr>
<td></td>
</tr>
</tbody>
</table>"
L-I,"Ants can carry dirt on their back like when they carry food. ant hills has lots of rooms, like one of the room is where the queen lives and lays eggs. If There is no queen ant, but there is a ""King Ant"" Which is not a tig maybe the ""King Ant"" Leads their ant colonie to another ant colonie where that ant colonie has a queen"
L-I,"Bigger animals in the food chain kill smaller animals but smaller animals can kill bigger animals. Say if there in a pack then they could take down a bigger animal. 
I think fish don’t need air to breath because they have some kind of organe in there body that lets them breath in water and have no need for air
Scientific methods are ways of making there Questions better then they were before 
science should real step up its game by doing other things. 
The courtyard interactions the courtyard interactions and I have been focusing on is the apple tree changing during each season . is the tree dead? Will it have its leaves again?
The courtyard has a lot of dying stuff including trees animals and grass and plants.
Scientists are working on a solution so plants don't die in the winter. I hope it happens. 
Why and how do the animales get in the cortyard 
STOP FOLLOWING ME I WANT TO BE ALONE!!!!!!!!!!!!!!!"
L-I,"Endoplasmic Reticulum (ER): The Endoplamic Reticulumis an extensive network of membranes composed of both regions with ribosomes (rough ER) and regions without ribosomes (smooth ER). The ER synthesizes proteinsand lipids.
Golgi complex: This organelle is responsible for manufacturing, storing and shipping certain cellular products including proteins.
Mictotubules: These hollow rods function primarily to help support and shape the cell. They are important for chromosomemovement in mitosisand mieosis, as well as cytosol movement within a cell.
Mitochondria: Mitochondria generate energy for the cell by converting glucose (produced by photosynthesis) and oxygen to ATP. This process is known as respiration.
Nucleus: The nucleus is a membrane-bound structure that contains the cell's hereditary information (DNA).


Nucleolus:This structure within the nucleus helps in the synthesis of ribosomes.
Nucleopore:These tiny holes within the nuclear membrane allow nucleic acidsand proteinsto move into and out of the nucleus."
L-I,"Fruits, vegetables, and flowers come from plants. Plants include ferns and mosses, but not mushrooms. They live in soil, water, or even the air. Leaves have something inside that can turn sunlight into food. Flowers and pollen are needed for plants to make fruit and seeds. The sweet smell of flowers attracts bees and butterflies to spread pollen to other flowers. The bugs drink the nectar and the pollen sticks to them. Find out how plants help us survive."
L-I,"groups of ants are called colonies
some ants are so small a person can barely see them
some ants eat small animals, some insects, and some plants and more foods
ants are soocial insects"
L-I,"Hello I am Timmy and I learned about coyotes position in the food web. coyotes are the top predators in the pine bush ecosystem and will eat deer, rabbits, rodents, chipmunks, carrion and much more. coyotes will also eat berries and fruit if they need to, but they mostly eat meat."
L-I,I have learned that moss detaches from the thing it's on when it's going to start to die. I know from my experiment of takeing detached moss and putting it into good soil. After a few of days it was no longer detachable.
L-I,"I think you miss understood. This is the mosse´s spores perpuse :) :Mosses reproduce using spores, not seeds, and have no flowers. Moss gametophytes have stems which may be simple orbranchedand upright or prostrate. Their leaves are simple, usually only a single layer of cells with no internal air spaces, often with thicker midribs."
L-I,"Image -> https://kf6.rit.albany.edu//attachments/5b87586745b8a02554df72de/5bb26bbf502a7223616cd316/1/220px-Pentatomidae_-_Halyomorpha_halys-001.JPG
&lt;---- the dusky stink bug
[    My theory  - is the bug uses its colors to camoflouge itself so it wont be eaten- ]    
[    This theory cannot explain  - why this bug has designs on it's back- ]    
[    New Information  - insect called DUSKY STINK BUG- ]    
________________________________________________________________________________________
10/1/18
[    New Information  - stink bug is herbivore, and a stink bug will bite if it feels threatened- ]    
________________________________________________________________________________________
10/2/18
[    New Information  -Stink bugs stink when killed/crushed/""molested"". A stink bug stinks as a defensive act to prevent any threat to their lives. The stink also invites its friends to come to its territory.- ]    
________________________________________________________________________________________
10/3/28
[    New Information  - the dusky stink bug is naturally found ineastern North America. like all stink bugs this bug has sharp sholders and a hard shell. thats why it is relatively hard to crush them- ]    
________________________________________________________________________________________10/4/18
[    New Information  - stink bugs also hunt beetle larvaeor caterpillars- ]    
________________________________________________________________________________________      here is where i get my new info.
http://stinkbugsguide.net/facts.htm (Link->http://stinkbugsguide.net/facts.htm)
http://www.stopbmsb.org/stink-bug-basics/look-alike-insects/ (Link->http://www.stopbmsb.org/stink-bug-basics/look-alike-insects/)
https://wonderopolis.org/wonder/why-do-stink-bugs-stink (Link->https://wonderopolis.org/wonder/why-do-stink-bugs-stink)"
L-I,"Peroxisomes: Peroxisomes are tiny, single membrane bound structures that contain enzymes which produce hydrogen peroxide as a by-product. These structures are involved in plant processes such as photorespiration.
Plasmodesmata:These pores or channels are found between plant cell walls and allow molecules and communication signals to pass between individual plant cells.
Ribosomes: Consisting of RNAand proteins, ribosomes are responsible for protein assembly. They can be found either attached to the rough ER or free in the cytoplasm.
Vacuole: This plant cell organelle provides support for and participates in a variety of cellular functions including storage, detoxification, protection, and growth. When a plant cell matures, it typically contains one large liquid-filled vacuole."
L-I,"Plants need carbon dioxide, sunlight, and water for photosynthesis. Photosynthesis is how the plant makes oxygen and food."
L-I,"Plantshave only three tissue types: Dermal, Ground and ,Vascular. Dermal tissue covers the outer surface of herbaceousplants. Vascular tissue includes xylem, phloem, parenchyma, and cambium cells. Two views of thestructureof the root and root meristem
by Elena Delrio"
L-I,some trees change color and die during the cold weather in the fall and in winter. But some of them like the tall GREEN tree and pine trees. Now you know why pine trees are christmas trees. Also It would be a little weird if you hang ornaments on deciduous trees. deciduous trees are those trees that chane color in the winter and die.
L-I,"The following are examples of structures and organelles that can be found in typical plantcells:
Cell (plasma) Membrane: This thin, semi-permeable membrane surrounds the cytoplasm of a cell, enclosing its contents.
Cell Wall: This rigid outer covering of the cell protects the plant cell and gives it shape.
Chloroplast: Chloroplasts are the sites of photosynthsisin a plant cell. They contain chlorophyll, a green pigment that absorbs energy from sunlight.
Cytoplasm: The gel-like substance within the cell membrane is known as cytoplasm. It contains water, enzymes, salts, organelles, and various organic molecules.
Cytoskeleton: This network of fibers throughout the cytoplasm helps the cell maintain its shape and gives support to the cell."
L-I,"The information I have learned is all from brainpop.
[    New Information  - There are over 12,000 species of ants, many species have different behaviors. I have also learned the ""exoskeleton"" around the ant protects the ant, but it also helps the ant move about. My final thing I learned was that male ants are called ""drones"" and their only job is to mate with the queen to create eggs, afterwords, they die.- ]"
L-I,"Why Do Trees Need Sunlight And Water...
Trees/Plants Needs Sunlight And Water because-**Plants need waterandsunto make their own food energy (photosynthesis). The Food That They Make Is Sugar! They Make It On Leaves...Plants Also Needs Soil! Another Fact:* Air can transport pollen and seeds fromplantsso that newplantscan grow 
Image -> https://image.shutterstock.com/image-vector/diagram-showing-process-photosynthesis-illustration-260nw-563007307.jpg
We Need Water For Roots Some extra Information Are That Leaves ALSO GIVE OXYGEN!! So If Ther ewere no plants we would not have hair or anything so THE only thing That Helps US are motly improtantly PLANTS!!"
L-I,"-
[    New Information  - when a ant is born it is whiteand it gets it color when it gets older- ]    
- ]"
L-I,[    (missing link)  - Moss can only grow in a clean enviroment.Moss can't grow if there is pollution.- ]
L-I,[    A better theory  - Ants do not just find th hills- ]
L-I,[    My theory  - A Grasshoppers Thorax is really big- ]
L-I,"[    My theory  - GrassHoppers are one of the most unic insects
on the planet - ]"
L-I,[    New Information  - ants are born with wings and when some ants get older there wings fall of- ]
L-I,"[    New Information  - Ants do not find the hills they build them with dirt!- ]    
But I am not sure how they build them. I am pretty sure they work together to build it I will have to find that out!"
L-I,"[    New Information  - Ants have three main body parts, the Head, the Thorax, and the Abdomen- ]"
L-I,[    New Information  - ants live in groups called colonies- ]
L-I,[    New Information  - ants love fruit and eneything sweet- ]
L-I,"[    New Information  - Ants work togther to do a ot of things like build ant hills.
Ants bodys are devided into three main parts...the head, the thorax, and the abdomen!"
L-I,[    New Information  - every living thing has energy- ]
L-I,[    New Information  - GrassHoppers really have sixlegs- ]
L-I,[    New Information  - if a ant is feed the right food it will become a queen ants- ]
L-I,"[    New Information  - If baby ants eat the right food they can turn into the queen.
- ]    
- ]"
L-I,[    New Information  - is I know that moss has very tiny thin roots I think because when i pick up moss I can't even see the roots of the moss- ]
L-I,[    New Information  - is that worms in the courtyard only come out when you lift some thing wet or when it rains then when the rain comes the worms come up from out of the dirt and i know i hav seen it .- ]
L-I,"[    New Information  - Moss grows and spreads called ""spores."" They're special reproductive cells that grow on moss. Since the spores are VERY light, the wind blows th spores away, creating more moss.- ]"
L-I,[    New Information  - mosses and ferns are eukaryotic which means they have nucleus.they also contain cell walls made of cellouse a fibrous and tough material- ]
L-I,[    New Information  - Newly hatched eggs become slaves and only Queens can lay eggs.- ]
L-I,[    New Information  - queen bess lay the eggs- ]
L-I,"[    New Information  - the mosquitos can spred a deathly illness though. So, if you see a moquito sucking out someone's blood, kill it.-]"
L-I,"[    New Information  - There are over 12,000 kinds of ants. Males have wings. Females don't have wings and when the queen dies the colony falls apart.- ]"
L-I,[    New Information  - When an ant builds a ant hill they make tunnelsin they ants hill like rooms- ]
L-I,"[    New Information  - When it's cold, Ants sleep through the winter. They can be frozen without harm. Ants also move their colonies deeper below the frost line. Ants also can sleep in logs and stumps.- ]"
L-I,"[    New Information  -ants bodys are divided into 3 main parts. head, thorax and abdomen- ]    
- ]"
L-I,"[    New Information some trees are very slow and takes 20 to30 years, some reach to full size 10-15 years.it's growth depends on what type of tree it is."
L-I,"[    Putting our knowledge together  - Ants sleep in the winter, they dig their colonies deeper below the frost line and can be frozen without harm.- ]"
L-I,$$$$$$$$Anthills can shelter thousands o ant$$$$$$$
L-I,a baby female ant eats special food and becomes a queen
L-I,A mousqutio is a arachnid so is a scopein and a spider.
L-I,"a small flowerless green plant of the divisionBryophyta, which comprises the mosses and liverworts."
L-I,"A swarm of army ants can kill 100,000 insects,spiders and even small animals in a day"
L-I,abiotic and biotic are other words for non-living and living.
L-I,Ad a midrib is...........: Alarge strengthened vein along the midline of a leaf.
L-I,"Adark greencolour with a tint ofyellow, like that of moss. darkmoss greencolour: A pale greyishgreencolor, like that of lichen."
L-I,Ant h hills are non living
L-I,ant hills are made of dirt clay and some times pine nedles!!!
L-I,Ant hills are nonliving
L-I,Ant hills are nonliving things people
L-I,Ant hills can also be built out of sand.
L-I,Ant might more than one at a time.
L-I,Anthills are nonliving!
L-I,"Anthony, mosquitos also kill the most people yearly out of any animal in the world."
L-I,"ants are a very light color when they hatch from the egg, but they grow darker as they get older."
L-I,ants eat fruity stuff like fruit and other stuff
L-I,Ants eat worms.
L-I,ants has recepters whitch could detect food or danger
L-I,Ants have been around Sens the Cretaceous period!
L-I,ants love sweet things such as fruit.
L-I,Ants make there ant hills out oit of dirtand make a hole
L-I,ants used ant hills for bad weather they alos used it for store food in ant hills.
L-I,ants will also eat threr ownkind whe the die
L-I,Are all beehives edible
L-I,Are all beehives eteble
L-I,Baby ants are light colored when they are babys and when they get older they get darker
L-I,Beehives ar nonliving!
L-I,Beehives are nonliving. The bees just live in which does not make the Beehive living.
L-I,Bees polinate flowers for other animals and us.
L-I,"Brydie, wolves do not live in the pine bush, they live in canada and the western Us"
L-I,Bryophyte is a moss
L-I,Daddy long legs areOPILIONE not spiders.
L-I,DID YOU KNOW THAT ANTS HAVE BEEN ON EARTH SENS DINASORS AND SURVIVED THE ICE AGE
L-I,dont let ants out and with a parant you can do experiments
L-I,Flora and I am doing a experiment with moss. We put moss that was half way dead in a cup filled with dirt inside the cup there is a plant which was detached from the ground with it's roots and we water it every 3 of 4 days.
L-I,grass hopers have 6 legs check your work please thanx
L-I,I already know that queen ants are made by eating a spcific type of food-weet food!
L-I,"I don't know, but lets both do some esearch and we'll figure it out!"
L-I,i found a video of a tree that grows 40 diffrent stone fruits the the way the man who made the tree was he got a branch from each fruit tree and put them together with plastic wrap and it took 3 years for the tree to grow and it growd all by itself
L-I,i have to say that penguins can't fly ecause there only home is the artic! and they have to stay there! also because they where built for the artic to!
L-I,i just found out that the plants take in co2 and let out oxegen which is what we breath in.
L-I,i just found out they give off oxegen into the air which is what we breath in .
L-I,I learned that there are different types of air poulltion can effect different people. Like in the video I saw ittold me that there are air types that are hazordus and can be very harmful.
L-I,"I learned that there are over 22,000 different types of moss, but we mostly see here in ny fire moss and Ceratodon purpureus moss."
L-I,i now have found ut that they also use co2 to make there sugar to.
L-I,i think that they have what they need they have food water and sun
L-I,i told you you have to do a 2 finger click when you do that you have to click the open link to new tab.
L-I,Iagree wit you spores are microscopic
L-I,"In science we planted beans on 11/31 now it is 12/3 and there was no progress then i looked up how long will it take so
[    My theory  - is that on 12/7 or 12/10 it will show some progress- ]"
L-I,Inoticed that after the leaves change color the enregy is no longer getting produced so that could be a reason they fall off.
L-I,It's a seedless plant. It has spores.
L-I,"know I know why mosquito bites itch so much.
mosquitos are so annoying.
the itchyness can last for so long when the real bit part is only a few seconds!!
mosquitos."
L-I,looked like the start of a bee hive
L-I,mosquito bites can be so powerfull that they can crush blood vesls.
L-I,"moss
with nearly10,000 species. Liverworts (Phylum Marchantiophyta) account for approximately6,000 species, and hornwort (Phylum Anthocerotophyta) species number about 200.
BY: BRENNA STEPHENS"
L-I,Moss can grow anywhere even on trees and rocks.
L-I,moss dosent just grow on trees it wiil grow on most things if it has moisture it will grow
L-I,moss forms by the little seeds that are let go by the moss
L-I,"moss grows in cool and wet conditions, and the moss groes back every spring after winter."
L-I,"Moss spores spread onto certain things and they need sun and water to help them grow
[    My theory  -- ]    
[    My theory  -
[    My theory  -
[    My theory  -
[    Putting our knowledge together  -- ]    
- ]    
- ]    
- ]"
L-I,o think that peguins need feathers to keep themselves warm
L-I,"Ok Shreyas, thanks for the advice!"
L-I,"OK SO EHHHHHHHH!
I love the advice ! Thanks!!! I'll reasearch more I promise!"
L-I,"Okay So, EHHHHH"
L-I,Rhizoids attach the moss on whatever it's growing on.
L-I,Rivers are just lots of streams joined together.
L-I,Small animals and insects live in moss.
L-I,"Snowflakes form depend on the tempreture of the air.
warmer: simple form
colder: complex form"
L-I,so far what i know is that rain after it gets dehydrated it creates mud and later after thats done it creates soil
L-I,Soil and paper towel have some progress it's 12/7 and we hve some progress the others have nothing so far i hope next week on 12/10 there will be more progress
L-I,Some ants build there ant hills by weaving leaves togther
L-I,Spores carried by wind spread the moss.
L-I,Spores carried by wind. They also need a little moisture.
L-I,squirels are fat
L-I,Sqwirls and chipmunks live in trees
L-I,Thats not how you spell Grasshoppers or info check this BILL thanks
L-I,"The animals and insects that live in the courtyard are mainly birds, bees, grasshoppers, ants and antholes, and possibly some arachnids."
L-I,the answer is the sun pushes the air on our body and they call it wind
L-I,the bit ecan be deadly pisonis
